sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable
1N-0U38-NG9U	X003SA2607	B0000DI82L	GE Advanced Silicone Kitchen & Bath Sealant White, 10.1 oz, 1, Cartridge	New	16.99	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
1O-AL5M-5VGV	X00479NNKP	B005XOPAPI	32oz Tree & Shrub Drench	New	24.99	No		Yes	123	100	0	20	505	0.07	370	0	12	3	0	0
1P-YEBR-ATV8	X003UUUMO7	B0023UUUPA	Refresh Your Car! 09584 Auto Vent Stick, Cucumber Melon, 4 Per Pack	New	9.99	No		Yes	0	0	0	0	0	0	0	0	0	0	0	0
1Q-OSQO-0XTI	X0046WEG59	B005IPKQL0	Springer Magrath® Orphan-No-More Calf Claimer Powder | Powdered Calf & Lamb Claim Aids in Newborn Adoption | 9 oz	New	23.20	No		Yes	26	17	0	9	26	0.02	0	0	0	0	0	0
1Q-X3V6-MC64	X00443BLDZ	B00CHMSHMW	Greenies Pill Pockets Soft Dog Treats, Peanut Butter, Tablet, 3.2 Oz. (Pack Of 6)	New	46.99	No		Yes	53	53	0	0	53	0.2	0	0	0	0	0	0
1R-XZT2-EA5A	X0049K6KB1	B07M94B6V6	Idemitsu ATF Type TLS-LV (WS) Automatic Transmission Fluid for Toyota, Lexus, Scion - 5QT	New	59.75	No		Yes	0	0	0	0	0	0.29	0	0	0	0	0	0
1S-M0NO-R3PS	X003Y53HGX	B0002DJD3U	Penn-Plax Replacement Impeller for Cascade 1000 Canister Filters	New	23.99	No		Yes	0	0	0	0	0	0	0	0	0	0	0	0
1U-HEOJ-S7JA	X0048Z2JZN	B0864RXM92	Ricola Sugar Free Swiss Herb Herbal Cough Suppressant Throat Drops, 19ct Bag (Pack of 4)	New	17.59	No		Yes	0	0	0	0	0	0.09	0	0	0	0	0	0
1U-ODBF-WLLK	X0046XP1DT	B00NQB7OM2	Red Line 60103 SI-1 Complete Fuel System Cleaner - 15 Ounce (2 Pack)	New	31.95	No		Yes	1	1	0	0	1	0.09	0	0	0	0	0	0
1V-FLJP-CA1B	X003W31453	B07JZJTNL1	Greenies Aging Care Large Natural Dental Care Dog Treats, 27 oz. Pack (17 Treats)	New	60.00	No		Yes	0	0	0	0	0	0.13	0	0	0	0	0	0
1V-ZH3I-MM3Y	X0045MDAWP	B008K2UFQO	Purina Pro Plan High Protein Wet Cat Food in Gravy, Beef and Cheese Entree - (24) 3 oz. Pull-Top Cans	New	44.99	No		Yes	0	0	0	0	0	0.16	0	0	0	0	0	0
1W-6GXU-VJ9J	X004511D89	B0722X7RHN	Attitude, Super Leaves Science, Natural Conditioner, Nourishing & Strengthening, Grape Seed Oil & Olive Leaves, 8 oz (240 ml)	New	16.99	No		Yes	2	0	0	2	2	0.03	0	0	0	0	0	0
1X-39X0-JWVH	X0047CPO1N	B0029EWB34	Ricola Honey Herb Herbal Cough Suppressant Throat Drops, 24ct Bag (Pack of 5)	New	18.99	No		Yes	53	47	0	6	58	0.09	0	0	5	0	0	0
1Y-BYQR-KG5R	X0042751YX	B00AQ4CTPE	GoodEarth Diatomaceous Earth Supplement for Chicken and Farm Animals,NET WT 2 LBS	New	19.99	No		Yes	0	0	0	0	0	0.19	0	0	0	0	0	0
1Y-RWMG-KGP2	X0044A0MY7	B0BKX71R2H	Dr. Marty Nature's Blend for Active Vitality Seniors Freeze Dried Raw Dog Food, 16 oz	New	40.09	No		Yes	2	0	0	0	8	0.19	0	0	6	2	0	0
1Z-J1ZU-LGJQ	X0047QYJG5	B0002SQT9Q	Milton Closed Ball Air Chuck with Safety Clip-on Grip, 1/4" FNPT, Tire Pressure Gauge, Air Hose Quick Connect Adapter, S-698, SILVER	New	13.49	No		Yes	0	0	0	0	0	0	0	0	0	0	0	0
1Z-VKMC-IH1H	X0040BS5V7	B07D6TNCRC	Van Der Hagen Shave Butter- Best Shave 3 pack (6 oz/tube)	New	20.99	No		Yes	0	0	0	0	0	0.06	0	0	0	0	0	0
21-5CNU-XGLI	X00446BHEF	B002G3EJ1K	FreeStyle Freedom Lite Blood Glucose Meter	New	26.99	No		Yes	41	0	1	38	97	0.06	56	0	0	2	0	0
24-HGLI-K7X9	X0049R32VZ	B003RPCIYG	Plackers Back Teeth Micro Dental Flossers, Delicious Mint Flavor, Provides Easy Access for Back Teeth, Built-in Protected Pick, Easy Storage, 75 Count (Pack of 1)	New	10.99	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
26-5XX5-RW2X	X00457L6HB	B003NYA3SO	VAN NESS PLASTIC MOLDING Fura-Zone Ointment for Horses, 1 Pound Container	New	23.99	No		Yes	100	99	0	1	100	0.05	0	0	0	0	0	0
26-IDHB-C1FH	X00486KRMT	B0CJDG6QF8	TrizCHLOR 4 Wipes for Dogs and Cats, 50 Count	New	19.38	No		Yes	5	0	0	5	52	0.07	0	0	47	0	0	0
27-NIXL-QSGT	X0046WCGJH	B09876FTGV	Ivermectin Paste - Horse Wormer 1 Tube 6.08 Grams (3-Pack)	New	27.00	No		Yes	26	25	0	1	27	0.07	0	0	1	0	0	0
28-VDXP-LPKP	X0040XW115	B013EXTU7S	Hikari Betta BioGold Baby Pellet 0.7oz [2-Pack]	New	15.40	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
2A-HJ1X-QMLN	X0046U6SVV	B01IO9191W	Pfizer Animal Pet-Tinic Vitamin-Mineral Supplement for Dogs and Cats, 4-Ounce by Pfizer Animal	New	23.20	No		Yes	33	3	0	29	133	0.01	100	0	0	1	0	95
2A-IENV-6PVD	X0046RNVUF	B00QT2PA9Y	Friskies Party Mix Crunch Variety Pack (9 Flavors) - Wild West, Morning Munch, Mixed Grill, Picnic, Beachside, Cheezy Craze, Original, California Dreamin', and Meow Luau	New	32.99	No		Yes	0	0	0	0	0	0.14	0	0	0	0	0	0
2B-YPLF-45WS	X0046W71UB	B01MT1X517	Motul 8100 X-clean EFE 5W-30 Synthetic Oil 5 Liters (109471), 5 l, 1 Pack	New	47.91	No		Yes	6	0	0	6	21	0.27	0	0	15	0	0	0
2C-ZE8H-RW1O	X0046U9AXT	B07B16DDMG	Sogeval Douxo Micellar Ear Cleansing Solution for Pets, 8.4-Ounce	New	23.75	No		Yes	44	34	6	4	44	0.02	0	0	0	0	0	0
2D-4A9S-9ZLO	X0040BSQYX	B07ZZL5ZQV	ORIJEN 3 Pack of Original Cat Treats, 1.25 Ounces Each, Freeze-Dried, Grain-Free, Made in The USA	New	20.99	No		Yes	0	0	0	0	0	0.08	0	0	0	0	0	0
2D-9ZYA-3DN1	X0045MS7A5	B07WHHTCP4	Nylabone 3 Pack of Bacon Puppy Teething Keys, Large	New	23.92	No		Yes	9	1	0	8	187	0.05	120	0	58	0	0	0
2D-FTBP-EOP6	X0046L7B39	B088FYND26	A&W Root Beer Caffeine/Sugar Free Classic On-the-Go Drink Mix Packets - 1 Box (6 pks)	New	4.00	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
2D-VJ97-H1LK	X00462MKM5	B008T6S7XE	NUTRO Crunchy Dog Treats with Real Apple, 16 oz. Bag	New	14.99	No		Yes	119	117	0	1	120	0.2	0	0	1	1	0	0
2E-VIXH-OOD0	X0042TPNWV	B004W9SLPQ	Better Than Bouillon Vegetarian No Beef Base, Made with Seasoned Vegetables, Certified Vegan, Makes 9.5 Quarts of Broth, 38 Servings 8 Ounce (Pack of 1)	New	12.00	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
2E-Y3KX-GZDO	X0046U3M9H	B07YFH99SX	DechraSupply Phycox MAX Small Bites, Joint Supplement for Dogs (120ct)	New	57.99	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
2F-FJ7R-MRE7	X003TY6NIN	B01FWS2U0W	Cepacol Maximum Strength Throat Drop Lozenges, Cherry, 16 Count (Pack of 2)	New	16.99	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
2H-5BVG-ETRP	X0047G3STJ	B09DQZ2RG9	SYLVANIA 9007 LED Powersport Headlight Bulbs for Off-Road Use or Fog Lights - 2 Pack	New	96.75	No		Yes	0	0	0	0	0	0.07	0	0	0	0	0	0
2I-2ZP4-B1F4	X003ZKJQM1	B01GVVJM6E	ZuPreem Pure Fun Bird Food for Large Birds, 2 lb - Variety Blend of Fruit, FruitBlend Pellets, Vegetables, Nuts for Amazons, Macaws, Cockatoos	New	21.99	No		Yes	0	0	0	0	0	0.11	0	0	0	0	0	0
2J-A9R2-L8HS	X0046ISOGZ	B015CVWCN4	Dr. Bronner’s - All-One Toothpaste (Peppermint, 5 Ounce, 3-Pack) - 70% Organic Ingredients, Natural and Effective, Fluoride-Free, SLS-Free, Helps Freshen Breath, Reduce Plaque, Whiten Teeth, Vegan	New	22.99	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
2J-LOBZ-OL3A	X00479GO9R	B00A1XLSQG	Toyota Oil Filter - 90915YZZF2	New	19.99	No		Yes	36	32	0	4	36	0.1	0	0	0	0	0	0
2K-850K-LKFO	X0047D29CJ	B005I4QWQO	Eco Style Styling Gel Super Protein, Black, 16 Ounce	New	8.80	No		Yes	123	104	12	7	123	0.04	0	0	0	0	0	0
2K-AN6R-H9NC	X00455S56D	B076MJFQV1	Checkups- Dental Dog Treats, 1Pack (48oz (24 Count Each)) Ak%Hles	New	25.30	No		Yes	137	32	0	105	151	0.24	0	0	14	0	0	0
2L-3C60-LU6X	X0045O769L	B07MG8WCVC	Dove, Body Wash, Lotus Flower Extract & Rice Water - 16.9 Fl	New	19.99	No		Yes	0	0	0	0	0	0.06	0	0	0	0	0	0
2L-SXTC-D9S1	X0046W9TQZ	B00DDZ9UIC	API Bottom Feeder Shrimp Pellet 7.9 Ounce (2 Pack)	New	18.78	No		Yes	15	15	0	0	15	0.07	0	0	0	0	0	0
2M-FSOZ-XYVQ	X0042TLARD	B003J9FMV6	Flex 2500 Soft Chews - 240 ct - Joint Health for Dogs	New	68.00	No		Yes	0	0	0	0	0	0.22	0	0	0	0	0	0
2M-JM71-2QYZ	X003YS3P5D	B00GNBH6NO	200g POND'S CLARANT B3 Lightening Face Cream W/UV Protection Normal To Oily Skin	New	14.99	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
2M-KMKU-PQZW	X00485DJC5	B01BNWDNEI	Champion Copper Plus Small Engine Spark Plug, Stk No. 863, Plug Type RCJ8Y, 1 Box of 4 Plugs	New	17.64	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
2N-FH6G-NMVB	X0046RGWXN	B07GTT6TS7	Friskies Purina Chicken & Waffle Flavors (1-6 OZ Bag)	New	10.99	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
2N-FR5B-F00H	X003ZKY9HN	B0818PRRT4	ZuPreem Natural Bird Food Pellets for Parrots & Conures, 3 lb (Pack of 2) - Daily Nutrition, Made in USA for Caiques, African Greys, Senegals, Amazons, Eclectus	New	36.54	No		Yes	0	0	0	0	0	0.44	0	0	0	0	0	0
2O-FXNJ-ZVAQ	X0049VJDCN	B003WRIY4M	Hikari Floating Food Sticks for Pets, 2.2-Pound	New	74.95	No		Yes	0	0	0	0	0	0.18	0	0	0	0	0	0
2P-6CBR-50F7	X003ZW4QRT	B07YZN27K5	Refresh Tears Lubricant Eye Drops, 0.5 Fl Oz (4 Count) 2X Twin Pack	New	28.99	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
2P-FWH3-BCPL	X00419IUBN	B07YXCKBXQ	Fluval 9 Pack of Ammonia Remover for 106/206 and 107/207 Aquarium Filters	New	19.82	No		Yes	0	0	0	0	0	0.09	0	0	0	0	0	0
2R-7B3K-NDHZ	X0043J9925	B00DDUJEE2	Crest Complete Multi-Benefit With Extra Advantage Whitening Plus Scope Toothpaste - Fresh Mint Striped 8.2oz (Pack of 3)	New	19.99	No		Yes	1	0	0	1	1	0.08	0	0	0	0	0	0
2S-XBZ0-G5XA	X0043CXNUV	B08FBG7JNZ	FL!PPER Flipper Cleaner Float - 2-in-1 Floating Magnetic Aquarium Glass Cleaner - Fish Tank Cleaner - Scrubber & Scraper Aquarium Cleaning Tools – Floating Fish Tank Cleaner, Standard	New	49.99	No		Yes	6	3	0	2	6	0.03	0	0	0	1	0	0
2U-RFTI-UQOD	X0043RDC61	B09YWRQ5JC	Open Farm Calming Chews, Dog Supplement, Dog Vitamins, Promote Calmness and Reduce Anxiousness Using Traceable and Vet-Approved Ingredients, 12.7 oz, 90 Count	New	34.99	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
2X-N01P-DXXD	X0044A1GDX	B001ECQ55M	Vaseline Men Healing Moisture Body Lotion, Fast Absorbing, 20.3 oz	New	11.99	No		Yes	10	4	0	2	63	0.03	0	0	53	4	0	0
2Y-VS2M-T7CO	X003YOTOFR	B09PM85613	Open Farm Beef Dehydrated Dog Treats, 4.5-oz	New	15.50	No		Yes	98	65	0	33	98	0.08	0	0	0	0	0	0
2Z-P24X-K5UB	X003Z6PYSZ	B0057MHTAA	Desert Essence Thoroughly Clean Face Wash Original Deep Cleansing Formula with Tea Tree, Castile Soap & Coconut Oil - 32oz - Soothing, Unisex Skin Cleaning Agent	New	18.57	No		Yes	0	0	0	0	0	0.08	0	0	0	0	0	0
30-I51U-ZAJ5	X00493V92X	B0014CZ63E	Formula 409 Multi-Surface Cleaner, Spray Bottle, Original, 32 Fluid Ounces (Package May vary)	New	3.44	No		Yes	13	0	0	13	14	0.13	0	0	1	0	0	0
