sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable
16-YZMZ-HFKB	X0043HOZHV	B088P7K3GN	Suave Essentials Revitalizing Shampoo, Juicy Green Apple, 15 fl oz (2 pack) (Bundle)	New	14.95	No		Yes	6	0	0	2	6	0.07	0	0	0	4	0	0
17-X09C-53EX	X003Y3E1HJ	B07G9S5GQ2	Higgins Sunburst Parakeet Bird Food Gourmet Blend Parakeet Bird Food Mix 2 lb. bag. Fast Just Jak's Pet Market	New	13.62	No		Yes	6	0	0	6	6	0.1	0	0	0	0	0	0
1C-Q5L8-HMJQ	X003RRHFY3	B00BBF9CTI	Yaucono Ground Coffee, Medium Roast, 10 Ounce Can (Pack of 2)	New	19.50	No		Yes	17	17	0	0	17	0.11	0	0	0	0	0	0
1D-0A71-Y76M	X0046RGUCV	B0BJMG5CSW	Purina Friskies Party Mix Cat Treats, Beachside Crunch, Made with Ocean Whitefish, Crunchy Cat Treats for Adult Cats, 20-Ounce Resealable Canister (Pack of 2)	New	28.99	No		Yes	0	0	0	0	0	0.29	0	0	0	0	0	0
1D-HGP6-SPH1	X0044IVC0R	B01FUG7BL4	Nutri-Vet K9 Dog Aspirin for Small Dogs 100ct	New	14.40	No		Yes	86	13	0	73	86	0.02	0	0	0	0	0	0
1F-FNF0-21N1	X003T107CJ	B01MQ3W4I9	Grain Free Crunch 1 Bacon Blueberry & 1 Turkey, Sweet Potato & Cranberry 2 pack	New	15.99	No		Yes	0	0	0	0	0	0.17	0	0	0	0	0	0
1J-LBER-0J73	X00462GRPL	B008BYPRRI	Three Bond High Performance/Adhesion Liquid Gasket TB1207B	New	25.99	No		Yes	0	0	0	0	36	0.02	16	8	12	0	2	38
1L-WZNJ-9IXI	X0041X2QTV	B01EX695BG	(3 Pack) Nutri Source Soft/Tender Dog Treat Flavor: Salmon 6-Ounces	New	15.99	No		Yes	68	59	0	9	68	0.09	0	0	0	0	0	0
1N-NJ5R-L00U	X003T17SBR	B077ZL5FWG	Charlee Bear Crunch Bacon & Blueberry Flavor Dog Treat and Snack (2 Pack) 8 oz Each	New	15.73	No		Yes	0	0	0	0	0	0.15	0	0	0	0	0	0
1O-AL5M-5VGV	X00479NNKP	B005XOPAPI	32oz Tree & Shrub Drench	New	24.99	No		Yes	0	0	0	0	0	0.06	0	0	0	0	0	0
1P-YEBR-ATV8	X003UUUMO7	B0023UUUPA	Refresh Your Car! 09584 Auto Vent Stick, Cucumber Melon, 4 Per Pack	New	6.03	No		Yes	2	2	0	0	2	0	0	0	0	0	0	0
1Q-OSQO-0XTI	X0046WEG59	B005IPKQL0	Springer Magrath® Orphan-No-More Calf Claimer Powder | Powdered Calf & Lamb Claim Aids in Newborn Adoption | 9 oz	New	25.89	No		Yes	0	0	0	0	27	0.03	0	27	0	0	0	0
1Q-X3V6-MC64	X00443BLDZ	B00CHMSHMW	Greenies Pill Pockets Soft Dog Treats, Peanut Butter, Tablet, 3.2 Oz. (Pack Of 6)	New	36.99	No		Yes	0	0	0	0	0	0.2	0	0	0	0	0	0
1U-ODBF-WLLK	X0046XP1DT	B00NQB7OM2	Red Line 60103 SI-1 Complete Fuel System Cleaner - 15 Ounce (2 Pack)	New	33.28	No		Yes	0	0	0	0	20	0.09	20	0	0	0	0	0
1V-ZH3I-MM3Y	X0045MDAWP	B008K2UFQO	Purina Pro Plan High Protein Wet Cat Food in Gravy, Beef and Cheese Entree - (24) 3 oz. Pull-Top Cans	New	44.99	No		Yes	0	0	0	0	0	0.16	0	0	0	0	0	0
1W-6GXU-VJ9J	X004511D89	B0722X7RHN	Attitude, Super Leaves Science, Natural Conditioner, Nourishing & Strengthening, Grape Seed Oil & Olive Leaves, 8 oz (240 ml)	New	23.99	No		Yes	46	46	0	0	46	0.02	0	0	0	0	0	0
1X-39X0-JWVH	X0047CPO1N	B0029EWB34	Ricola Honey Herb Herbal Cough Suppressant Throat Drops, 24ct Bag (Pack of 5)	New	20.99	No		Yes	0	0	0	0	144	0.12	144	0	0	0	0	0
1Y-GSVE-5V5Z	X0044L7O7J	B07CRDXBVZ	Fruitables Skinny Minis Gluten Free Chewy Dog Treats Pumpkin & Berry Flavor (3 Pack) 5 oz Each	New	17.99	No		Yes	0	0	0	0	0	0.08	0	0	0	0	0	0
1Y-RWMG-KGP2	X0044A0MY7	B0BKX71R2H	Dr. Marty Nature's Blend for Active Vitality Seniors Freeze Dried Raw Dog Food, 16 oz	New	38.25	No		Yes	32	20	0	12	212	0.2	0	180	0	0	0	0
1Z-J1ZU-LGJQ	X0047QYJG5	B0002SQT9Q	Milton Closed Ball Air Chuck with Safety Clip-on Grip, 1/4" FNPT, Tire Pressure Gauge, Air Hose Quick Connect Adapter, S-698, SILVER	New	13.49	No		Yes	0	0	0	0	0	0	0	0	0	0	0	0
21-5CNU-XGLI	X00446BHEF	B002G3EJ1K	FreeStyle Freedom Lite Blood Glucose Meter	New	26.99	No		Yes	15	11	1	2	80	0.06	0	64	1	1	0	0
26-5XX5-RW2X	X00457L6HB	B003NYA3SO	VAN NESS PLASTIC MOLDING Fura-Zone Ointment for Horses, 1 Pound Container	New	24.38	No		Yes	180	179	0	0	180	0.03	0	0	0	1	0	0
27-NIXL-QSGT	X0046WCGJH	B09876FTGV	Ivermectin Paste - Horse Wormer 1 Tube 6.08 Grams (3-Pack)	New	27.36	No		Yes	98	74	0	24	98	0.07	0	0	0	0	0	0
28-VDXP-LPKP	X0040XW115	B013EXTU7S	Hikari Betta BioGold Baby Pellet 0.7oz [2-Pack]	New	15.40	No		Yes	0	0	0	0	90	0.01	0	0	90	0	0	0
2A-HJ1X-QMLN	X0046U6SVV	B01IO9191W	Pfizer Animal Pet-Tinic Vitamin-Mineral Supplement for Dogs and Cats, 4-Ounce by Pfizer Animal	New	25.47	No		Yes	0	0	0	0	60	0.01	0	60	0	0	0	0
2A-IENV-6PVD	X0046RNVUF	B00QT2PA9Y	Friskies Party Mix Crunch Variety Pack (9 Flavors) - Wild West, Morning Munch, Mixed Grill, Picnic, Beachside, Cheezy Craze, Original, California Dreamin', and Meow Luau	New	32.99	No		Yes	0	0	0	0	0	0.18	0	0	0	0	0	0
2B-YPLF-45WS	X0046W71UB	B01MT1X517	Motul 8100 X-clean EFE 5W-30 Synthetic Oil 5 Liters (109471), 5 l, 1 Pack	New	64.00	No		Yes	0	0	0	0	113	0.27	113	0	0	0	0	0
2C-C9DF-KUCT	X00462NYMF	B077ZJC251	Charlee Bear Dog Treat with Cheese & Egg (2 Pack) 6 oz Each	New	13.11	No		Yes	13	0	0	13	13	0.08	0	0	0	0	0	0
2C-ZE8H-RW1O	X0046U9AXT	B07B16DDMG	Sogeval Douxo Micellar Ear Cleansing Solution for Pets, 8.4-Ounce	New	27.80	No		Yes	0	0	0	0	80	0.02	72	8	0	0	0	0
2D-4A9S-9ZLO	X0040BSQYX	B07ZZL5ZQV	ORIJEN 3 Pack of Original Cat Treats, 1.25 Ounces Each, Freeze-Dried, Grain-Free, Made in The USA	New	20.99	No		Yes	0	0	0	0	0	0.08	0	0	0	0	0	0
2D-9ZYA-3DN1	X0045MS7A5	B07WHHTCP4	Nylabone 3 Pack of Bacon Puppy Teething Keys, Large	New	21.50	No		Yes	25	22	0	3	25	0.05	0	0	0	0	0	0
2D-FTBP-EOP6	X0046L7B39	B088FYND26	A&W Root Beer Caffeine/Sugar Free Classic On-the-Go Drink Mix Packets - 1 Box (6 pks)	New	4.00	No		Yes	9	0	0	9	9	0.02	0	0	0	0	0	0
2D-VJ97-H1LK	X00462MKM5	B008T6S7XE	NUTRO Crunchy Dog Treats with Real Apple, 16 oz. Bag	New	20.99	No		Yes	0	0	0	0	0	0.1	0	0	0	0	0	0
2E-VIXH-OOD0	X0042TPNWV	B004W9SLPQ	Better Than Bouillon Vegetarian No Beef Base, Made with Seasoned Vegetables, Certified Vegan, Makes 9.5 Quarts of Broth, 38 Servings 8 Ounce (Pack of 1)	New	9.56	No		Yes	120	74	0	46	120	0.01	0	0	0	0	0	0
2E-Y3KX-GZDO	X0046U3M9H	B07YFH99SX	DechraSupply Phycox MAX Small Bites, Joint Supplement for Dogs (120ct)	New	57.99	No		Yes	0	0	0	0	60	0.03	0	60	0	0	0	0
2G-BSJF-GHTB	X0041DJ617	B07JN8LMJ1	Chuckit! Dog Ball Launcher, Sport 14S - 2PK	New	17.00	No		Yes	0	0	0	0	0	0.26	0	0	0	0	0	0
2H-5BVG-ETRP	X0047G3STJ	B09DQZ2RG9	SYLVANIA 9007 LED Powersport Headlight Bulbs for Off-Road Use or Fog Lights - 2 Pack	New	96.75	No		Yes	0	0	0	0	0	0.07	0	0	0	0	0	0
2I-2ZP4-B1F4	X003ZKJQM1	B01GVVJM6E	ZuPreem Pure Fun Bird Food for Large Birds, 2 lb - Variety Blend of Fruit, FruitBlend Pellets, Vegetables, Nuts for Amazons, Macaws, Cockatoos	New	21.99	No		Yes	0	0	0	0	0	0.11	0	0	0	0	0	0
2J-A9R2-L8HS	X0046ISOGZ	B015CVWCN4	Dr. Bronner’s - All-One Toothpaste (Peppermint, 5 Ounce, 3-Pack) - 70% Organic Ingredients, Natural and Effective, Fluoride-Free, SLS-Free, Helps Freshen Breath, Reduce Plaque, Whiten Teeth, Vegan	New	22.99	No		Yes	0	0	0	0	0	0.07	0	0	0	0	0	0
2J-LOBZ-OL3A	X00479GO9R	B00A1XLSQG	Toyota Oil Filter - 90915YZZF2	New	32.00	No		Yes	0	0	0	0	0	0.1	0	0	0	0	0	0
2K-850K-LKFO	X0047D29CJ	B005I4QWQO	Eco Style Styling Gel Super Protein, Black, 16 Ounce	New	12.99	No		Yes	0	0	0	0	120	0.05	120	0	0	0	0	0
2K-AN6R-H9NC	X00455S56D	B076MJFQV1	Checkups- Dental Dog Treats, 1Pack (48oz (24 Count Each )) Ak%Hles	New	28.99	No		Yes	3	0	0	0	4	0.22	0	0	1	3	0	0
2L-3C60-LU6X	X0045O769L	B07MG8WCVC	Dove, Body Wash, Lotus Flower Extract & Rice Water - 16.9 Fl	New	19.99	No		Yes	0	0	0	0	0	0.06	0	0	0	0	0	0
2L-SXTC-D9S1	X0046W9TQZ	B00DDZ9UIC	API Bottom Feeder Shrimp Pellet 7.9 Ounce (2 Pack)	New	19.96	No		Yes	0	0	0	0	15	0.07	0	15	0	0	0	0
2M-JM71-2QYZ	X003YS3P5D	B00GNBH6NO	200g POND'S CLARANT B3 Lightening Face Cream W/UV Protection Normal To Oily Skin	New	14.99	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
2N-FH6G-NMVB	X0046RGWXN	B07GTT6TS7	Friskies Purina Chicken & Waffle Flavors (1-6 OZ Bag)	New	10.99	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
2N-FR5B-F00H	X003ZKY9HN	B0818PRRT4	ZuPreem Natural Bird Food Pellets for Parrots & Conures, 3 lb (Pack of 2) - Daily Nutrition, Made in USA for Caiques, African Greys, Senegals, Amazons, Eclectus	New	31.36	No		Yes	0	0	0	0	0	0.44	0	0	0	0	0	0
2P-6CBR-50F7	X003ZW4QRT	B07YZN27K5	Refresh Tears Lubricant Eye Drops, 0.5 Fl Oz (4 Count) 2X Twin Pack	New	28.99	No		Yes	19	0	0	19	19	0.01	0	0	0	0	0	0
2R-7B3K-NDHZ	X0043J9925	B00DDUJEE2	Crest Complete Multi-Benefit With Extra Advantage Whitening Plus Scope Toothpaste - Fresh Mint Striped 8.2oz (Pack of 3)	New	16.99	No		Yes	17	16	0	0	17	0.08	0	0	0	1	0	0
2S-XBZ0-G5XA	X0043CXNUV	B08FBG7JNZ	FL!PPER Flipper Cleaner Float - 2-in-1 Floating Magnetic Aquarium Glass Cleaner - Fish Tank Cleaner - Scrubber & Scraper Aquarium Cleaning Tools – Floating Fish Tank Cleaner, Standard	New	49.99	No		Yes	0	0	0	0	3	0.04	0	0	3	0	0	0
2U-RFTI-UQOD	X0043RDC61	B09YWRQ5JC	Open Farm Calming Chews, Dog Supplement, Dog Vitamins, Promote Calmness and Reduce Anxiousness Using Traceable and Vet-Approved Ingredients, 12.7 oz, 90 Count	New	34.99	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
2X-N01P-DXXD	X0044A1GDX	B001ECQ55M	Vaseline Men Healing Moisture Body Lotion, Fast Absorbing, 20.3 oz	New	11.99	No		Yes	0	0	0	0	75	0.05	0	75	0	0	0	80
2Y-VS2M-T7CO	X003YOTOFR	B09PM85613	Open Farm Beef Dehydrated Dog Treats, 4.5-oz	New	15.90	No		Yes	1	1	0	0	1	0.09	0	0	0	0	0	0
2Z-P24X-K5UB	X003Z6PYSZ	B0057MHTAA	Desert Essence Thoroughly Clean Face Wash Original Deep Cleansing Formula with Tea Tree, Castile Soap & Coconut Oil - 32oz - Soothing, Unisex Skin Cleaning Agent	New	24.99	No		Yes	0	0	0	0	0	0.08	0	0	0	0	0	0
33-ADUU-DPFS	X00435HY0D	B07D5G3F7B	Nutrisource Adult Chicken & Rice Dog Food 5Lb	New	29.99	No		Yes	0	0	0	0	18	0.3	0	0	18	0	0	0
35-S92W-IENF	X00467Z5MH	B0BLZL8HMQ	AminAvast Kidney Support Supplement for Cats and Dogs, 1000mg 2-Pack - Promotes Natural Kidney Function - Aids in Health and Vitality of Aging Kidneys - Easily Administered - 60 Sprinkle Capsules	New	92.55	No		Yes	18	15	0	3	18	0.02	0	0	0	0	0	0
36-MTTN-PSNJ	X003YFRRNR	B075FWWDDT	Clorox Clean-Up Cleaner Spray with Bleach 32 fl.oz. (946 ml) Pack (2)	New	22.99	No		Yes	1	0	0	1	1	0.23	0	0	0	0	0	0
39-BC1K-IOTZ	X0044OEQL3	B0054RV486	ZuPreem FruitBlend Flavor with Natural Flavors - Daily Bird Food For Medium Birds - 2 lb	New	11.18	No		Yes	0	0	0	0	4	0.12	0	0	4	0	0	0
3B-VXBR-7RZE	X0045CEEI9	B010N0314I	Earthborn Holistic Wet Cat Food Variety Pack - 4 Flavors (Catalina Catch, Harbor Harvest, Chicken Catcciatori, and Monterey Medley) - 5.5 Ounces Each (12 Total Cans)	New	35.48	No		Yes	109	0	13	95	109	0.27	0	0	0	1	0	0
3D-VT5H-OD01	X003ZW8W79	B0731D4FT3	Cetaphil Gentle Cleanser for All Skin Types, (pack of 2, 16oz)	New	35.16	No		Yes	0	0	0	0	0	0.08	0	0	0	0	0	0
3I-70JI-T6A0	X003ZH2JPP	B08KZT7SMQ	AquaIllumination AI Nero 3 Submersible Wavemaker Pump w/Fish Guard - 2000 GPH	New	209.99	No		Yes	0	0	0	0	0	0.11	0	0	0	0	0	0
3I-8JXX-VI5M	X0041XCI1H	B013IZPXNC	Crazy Dog Train-Me! Training Reward Dog Treats 3 Flavor Variety Bundle: (1) Train-Me! Bacon Flavor, (1) Train-Me! Chicken Flavor, and (1) Train-Me! Beef Flavor, 4 Oz. Ea. (3 Bags Total)	New	19.99	No		Yes	7	6	0	1	7	0.04	0	0	0	0	0	0
3K-Q3WS-GLLW	X0041ITTS7	B00MCZVPKU	Zignature Lamb Canned Dog Food 13oz, case of 12	Unknown					0	0	0	0	0	0.27	0	0	0	0	0	0
3L-BETE-LYZB	X00435YFUF	B003053AEU	NutriSource Cat & Kitten Food, Made with Chicken and Rice, with Wholesome Grains, 6.6LB, Dry Cat Food	New	35.99	No		Yes	1	0	0	0	1	0.37	0	0	0	1	0	0
3L-LDB1-7DYH	X004762N1N	B0CLHBP93N	Aion Outdoor Fly Traps with Natural Bait Attractant and Hanging Hooks for Trapping Fruit and Horse Flies, Gnats, and Flying Insects or Bugs, Patio, Camping, and Backyard Disposable Catchers, 2 Pack	New	22.99	No		Yes	0	0	0	0	53	0.08	53	0	0	0	0	53
3M-DRM5-GOKP	X0045W6AJF	B07XYH18MW	CeraVe Healing ointment | 3 ounce | cracked skin repair skin protectant with petrolatum ceramides | lanolin & fragrance free, 3 Ounce	New	13.99	No		Yes	31	30	0	0	31	0.02	0	0	0	1	0	0
3N-8LNL-OHIN	X0040MMZJJ	B00GMOU8G4	Suave Naturals Body Wash 15 Ounce Milk & Honey Splash (354ml) (3 Pack)	New	15.99	No		Yes	0	0	0	0	0	0.2	0	0	0	0	0	0
3Q-MGBQ-LXOL	X003ZKY9TB	B07KRL1R1Q	ZuPreem Sensible Seed Bird Food for Parrots and Conures, 2 lb bag (2-pack) - Premium Blend of Seeds and FruitBlend Pellets for Conures, Caiques, African Greys, Senegals, Amazons, Eclectus, Small Cocka	New	31.00	No		Yes	46	44	0	2	46	0.29	0	0	0	0	0	0
3S-XEXJ-NQEG	X0046W5RX9	B01N0KVD25	(2 Pack) API Stress Coat Fish and Tap Water Conditioner, 16-Ounce (Treats 946 Gallons) each	New	29.22	No		Yes	0	0	0	0	36	0.1	0	36	0	0	0	0
3T-Y1X1-05XA	X0045O3XR5	B07VX6H4K8	Folgers Instant Coffee Crystals, Classic Roast, 24 ounce	New	29.99	No		Yes	0	0	0	0	300	0.19	0	300	0	0	0	0
3V-GRPG-33ME	X0046RUV99	B00FNP4JE0	Purina Fancy Feast With Ocean Fish & Salmon And Accents Of Garden Greens Gourmet Cat Food	New	10.99	No		Yes	0	0	0	0	0	0.11	0	0	0	0	0	0
3W-JIX0-ED01	X0046VEPHT	B0714J9TFD	Stella & Chewy'S Raw Coated Chicken 3.5Lb Dry Dog Food	New	32.99	No		Yes	0	0	0	0	0	0.2	0	0	0	0	0	0
3W-X6NR-WTDE	X0046RLHER	B00BUFWCNC	Zoomed Reptitherm Undertank Heater 10-20Gal 6X8	New	22.00	No		Yes	0	0	0	0	17	0.06	0	17	0	0	0	0
41-582V-PNBS	X0046VG1Q7	B01KNFI86E	Grannick's Care Dogs Bitter Apple No Chew Spray 8oz	New	15.99	No		Yes	0	0	0	0	60	0.02	60	0	0	0	0	59
43-AF42-OBY6	X00472AFWV	B004SBMRK8	Sierra Mountain Dog Food	New	29.99	No		Yes	0	0	0	0	0	0.34	0	0	0	0	0	0
43-UVB3-HI70	X0046U2BMB	B01NAVFJ1G	Sectpod VetOne OB Lube Sterile	New	10.00	No		Yes	0	0	0	0	20	0.01	0	20	0	0	0	0
45-7EN8-DDW9	X00435HYHV	B096WJB8YC	Nutri Source TU80022 14 oz Soft & Tender Salmon Treats	New	13.05	No		Yes	13	9	0	4	13	0.09	0	0	0	0	0	0
48-ZQYT-HWPN	X0042TP7LD	B00XM2V38G	VetOne O3 Omega Soft Gel for Large Dogs - Essential Fatty Acid Support - Skin & Coat Supplement - 250 Capsules	New	40.38	No		Yes	38	31	0	7	100	0.03	0	0	62	0	0	0
49-941Y-SFUM	X00453DCTP	B07YQH476F	Dechra Eicosa3FF SnipCaps (Small), for Dogs Up to 60lbs, 120 Count	New	42.99	No		Yes	0	0	0	0	39	0.02	0	39	0	0	0	0
4A-IGZI-RWT5	X0046RGV0R	B0845RJ7ST	Friskies Party Mix Crunch Gravy-Licious Turkey & Gravy Treats (Pack of 2)	New	12.99	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
4B-2XIT-NJ68	X0040XHBRT	B00WZ9E75I	ARC KwikStop Styptic Powder (14 gm)	New	13.49	No		Yes	140	126	0	13	140	0	0	0	0	1	0	0
4B-V2VA-AK74	X0040L1T6F	B00IG07888	Ricola Honey Herb Throat Drop Pack of 3	New	15.99	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
